time,transnational_regions,realization,t2m
1991-07-01,8,0,286.62747593778295
1991-08-01,8,0,287.56118033229916
1991-09-01,8,0,284.29433994120654
1991-10-01,8,0,276.3733897615826
1991-11-01,8,0,273.71639945884533
1991-12-01,8,0,269.05098812255994
1992-01-01,8,0,269.8245012775899
1992-02-01,8,0,269.34841992701166
1992-03-01,8,0,273.6084862963207
1992-04-01,8,0,276.00155841979375
1992-05-01,8,0,280.61349114005895
1992-06-01,8,0,284.04860202873766
1992-07-01,8,0,286.50660441799323
1992-08-01,8,0,288.0843954157273
1992-09-01,8,0,282.5569687196846
1992-10-01,8,0,278.71095500481226
1992-11-01,8,0,275.02500012361924
1992-12-01,8,0,270.31717054274
1993-01-01,8,0,267.2996875672321
1993-02-01,8,0,268.4045551837895
1993-03-01,8,0,269.70828928217344
1993-04-01,8,0,275.8034851754771
1993-05-01,8,0,281.1084944566744
1993-06-01,8,0,285.07870159713553
1993-07-01,8,0,285.74298069958786
1993-08-01,8,0,285.7053906738648
1993-09-01,8,0,282.1193436496224
1993-10-01,8,0,278.6007860928065
1993-11-01,8,0,272.1729248347132
1993-12-01,8,0,271.9157762703307
1994-01-01,8,0,270.72182843904386
1994-02-01,8,0,269.7418272328307
1994-03-01,8,0,275.60653049168855
1994-04-01,8,0,275.8075766854389
1994-05-01,8,0,280.6284534598823
1994-06-01,8,0,283.7575289610379
1994-07-01,8,0,289.36786915139794
1994-08-01,8,0,289.00073321537
1994-09-01,8,0,283.63597699090303
1994-10-01,8,0,280.03207080451415
1994-11-01,8,0,276.0988699707231
1994-12-01,8,0,271.00613150988266
1995-01-01,8,0,268.6595386237318
1995-02-01,8,0,272.7471934268679
1995-03-01,8,0,272.7892520184956
1995-04-01,8,0,274.26846253779956
1995-05-01,8,0,279.55630009002675
1995-06-01,8,0,284.823963973734
1995-07-01,8,0,288.4490807730977
1995-08-01,8,0,285.86647396803005
1995-09-01,8,0,281.79357885882155
1995-10-01,8,0,279.82051317841865
1995-11-01,8,0,272.1464682740898
1995-12-01,8,0,272.1441032910404
1996-01-01,8,0,271.44063782369426
1996-02-01,8,0,268.7880412216947
1996-03-01,8,0,270.52935735342544
1996-04-01,8,0,275.5775659645222
1996-05-01,8,0,281.3771340525692
1996-06-01,8,0,284.9167636856206
1996-07-01,8,0,286.44070833113653
1996-08-01,8,0,287.52106040786884
1996-09-01,8,0,282.6341994469676
1996-10-01,8,0,278.1423283909721
1996-11-01,8,0,274.33888978168306
1996-12-01,8,0,268.3499292440299
1997-01-01,8,0,271.19221791138216
1997-02-01,8,0,271.88933637248965
1997-03-01,8,0,274.5885838818074
1997-04-01,8,0,274.90626002579324
1997-05-01,8,0,279.8779646363733
1997-06-01,8,0,283.425649579132
1997-07-01,8,0,286.80784299899415
1997-08-01,8,0,286.8083475728513
1997-09-01,8,0,284.0023534633235
1997-10-01,8,0,275.9788643747027
1997-11-01,8,0,275.1686581635561
1997-12-01,8,0,270.841564080371
1998-01-01,8,0,270.7337035653195
1998-02-01,8,0,272.0077353162876
1998-03-01,8,0,272.16629371661304
1998-04-01,8,0,275.75771907397086
1998-05-01,8,0,280.8177778180842
1998-06-01,8,0,284.4608537256287
1998-07-01,8,0,286.8523798402277
1998-08-01,8,0,286.61819365995996
1998-09-01,8,0,284.16927974257817
1998-10-01,8,0,279.3585165904432
1998-11-01,8,0,272.26714395457526
1998-12-01,8,0,268.76223918796103
1999-01-01,8,0,269.38398790375254
1999-02-01,8,0,268.15463653166046
1999-03-01,8,0,273.82232790865874
1999-04-01,8,0,276.96863907091256
1999-05-01,8,0,282.05026889943497
1999-06-01,8,0,285.2870836829419
1999-07-01,8,0,288.87496446453747
1999-08-01,8,0,288.4055799135202
1999-09-01,8,0,285.6996219702895
1999-10-01,8,0,280.4361406743922
1999-11-01,8,0,272.34409557585025
1999-12-01,8,0,269.99548153464764
2000-01-01,8,0,267.16483464813575
2000-02-01,8,0,272.33380284757925
2000-03-01,8,0,273.0343385699273
2000-04-01,8,0,276.8364570974396
2000-05-01,8,0,281.5955361965615
2000-06-01,8,0,284.7577992378732
2000-07-01,8,0,286.1819400628191
2000-08-01,8,0,287.68815389882116
