Código del producto (CPC),Producto,Código del año,Año,Produccion(toneladas),Area_cosechada(ha),Rendimiento(kg/ha)
1346.0,Ciruelas y endrinas,1993,1993,157100.0,21300.0,7375.6
1346.0,Ciruelas y endrinas,1994,1994,148500.0,21200.0,7004.7
1346.0,Ciruelas y endrinas,1995,1995,124200.0,20300.0,6118.2
1346.0,Ciruelas y endrinas,1996,1996,147000.0,20300.0,7241.4
1346.0,Ciruelas y endrinas,1997,1997,158456.0,20004.0,7921.2
1346.0,Ciruelas y endrinas,1998,1998,146546.0,20066.0,7303.2
1346.0,Ciruelas y endrinas,1999,1999,160250.0,20000.0,8012.5
1346.0,Ciruelas y endrinas,2000,2000,168045.0,18425.0,9120.5
1346.0,Ciruelas y endrinas,2001,2001,149734.0,17067.0,8773.3
1346.0,Ciruelas y endrinas,2002,2002,210900.0,19231.0,10966.7
1346.0,Ciruelas y endrinas,2003,2003,230314.0,20369.0,11307.1
1346.0,Ciruelas y endrinas,2004,2004,145631.0,19570.0,7441.5
1346.0,Ciruelas y endrinas,2005,2005,251812.0,20971.0,12007.6
1346.0,Ciruelas y endrinas,2006,2006,178705.0,20520.0,8708.8
1346.0,Ciruelas y endrinas,2007,2007,191100.0,19791.0,9655.9
1346.0,Ciruelas y endrinas,2008,2008,198904.0,18695.0,10639.4
1346.0,Ciruelas y endrinas,2009,2009,232780.0,18489.0,12590.2
1346.0,Ciruelas y endrinas,2010,2010,218968.0,17950.0,12198.8
1346.0,Ciruelas y endrinas,2011,2011,230877.0,17066.0,13528.5
1346.0,Ciruelas y endrinas,2012,2012,210700.0,16600.0,12692.8
1346.0,Ciruelas y endrinas,2013,2013,172400.0,16600.0,10385.5
1346.0,Ciruelas y endrinas,2014,2014,232765.0,17003.0,13689.6
1346.0,Ciruelas y endrinas,2015,2015,217291.0,16064.0,13526.6
1346.0,Ciruelas y endrinas,2016,2016,193598.0,15278.0,12671.7
1346.0,Ciruelas y endrinas,2017,2017,172325.0,15199.0,11337.9
1346.0,Ciruelas y endrinas,2018,2018,152980.0,14640.0,10449.5
1346.0,Ciruelas y endrinas,2019,2019,179840.0,14850.0,12110.4
1346.0,Ciruelas y endrinas,2020,2020,153590.0,14410.0,10658.6
1346.0,Ciruelas y endrinas,2021,2021,179320.0,13690.0,13098.6
1346.0,Ciruelas y endrinas,2022,2022,157370.0,13250.0,11877.0
1346.0,Ciruelas y endrinas,2023,2023,162940.0,12640.0,12890.8
1349.1,"Otras frutas, pomáceas, n.c.p.",2018,2018,38500.0,3630.0,10606.1
1349.1,"Otras frutas, pomáceas, n.c.p.",2019,2019,35660.0,3020.0,11807.9
1349.1,"Otras frutas, pomáceas, n.c.p.",2020,2020,33070.0,3110.0,10633.4
1349.1,"Otras frutas, pomáceas, n.c.p.",2021,2021,35000.0,3150.0,11111.1
1349.1,"Otras frutas, pomáceas, n.c.p.",2022,2022,32690.0,3190.0,10247.6
1349.1,"Otras frutas, pomáceas, n.c.p.",2023,2023,33400.0,3100.0,10774.2
1349.2,"Otra fruta, drupas, n.c.p.",2018,2018,1930.0,500.0,3860.0
1349.2,"Otra fruta, drupas, n.c.p.",2019,2019,1560.0,460.0,3391.3
1349.2,"Otra fruta, drupas, n.c.p.",2020,2020,2220.0,380.0,5842.1
1349.2,"Otra fruta, drupas, n.c.p.",2021,2021,620.0,260.0,2384.6
1349.2,"Otra fruta, drupas, n.c.p.",2022,2022,340.0,250.0,1360.0
1349.2,"Otra fruta, drupas, n.c.p.",2023,2023,550.0,170.0,3235.3
1351.01,Grosellas,1994,1994,100.0,,
1351.01,Grosellas,1995,1995,0.0,,
1351.01,Grosellas,1996,1996,0.0,,
1351.01,Grosellas,1997,1997,100.0,,
1351.01,Grosellas,2006,2006,200.0,,
1351.01,Grosellas,2007,2007,224.48,,
1351.01,Grosellas,2008,2008,250.0,,
1351.01,Grosellas,2009,2009,350.0,,
1351.01,Grosellas,2010,2010,450.0,,
1351.01,Grosellas,2011,2011,500.0,,
1351.01,Grosellas,2012,2012,900.0,,
1351.01,Grosellas,2013,2013,900.0,,
1351.01,Grosellas,2014,2014,900.0,,
1351.01,Grosellas,2015,2015,900.0,,
1351.01,Grosellas,2016,2016,900.0,,
1351.01,Grosellas,2017,2017,900.0,,
1351.01,Grosellas,2018,2018,30.0,20.0,1500.0
1351.01,Grosellas,2019,2019,90.0,20.0,4500.0
1351.01,Grosellas,2020,2020,70.0,20.0,3500.0
1351.01,Grosellas,2021,2021,60.0,10.0,6000.0
1351.01,Grosellas,2022,2022,40.0,10.0,4000.0
1351.01,Grosellas,2023,2023,30.0,10.0,3000.0
1351.02,Uva espina,1961,1961,26.0,,
1351.02,Uva espina,1962,1962,17.0,,
1351.02,Uva espina,1963,1963,17.0,,
1351.02,Uva espina,1964,1964,6.0,,
1351.02,Uva espina,1965,1965,4.0,,
1351.02,Uva espina,1966,1966,4.0,,
1351.02,Uva espina,1967,1967,3.0,,
1351.02,Uva espina,1968,1968,1.0,,
1351.02,Uva espina,1969,1969,2.0,,
1351.02,Uva espina,1970,1970,2.0,,
1351.02,Uva espina,1971,1971,2.0,,
1351.02,Uva espina,1972,1972,2.0,,
1351.02,Uva espina,1973,1973,2.0,,
1351.02,Uva espina,1974,1974,2.0,,
1351.02,Uva espina,1975,1975,2.0,,
1351.02,Uva espina,1976,1976,2.0,,
1351.02,Uva espina,1977,1977,3.0,,
1351.02,Uva espina,1978,1978,0.0,,
1351.02,Uva espina,1979,1979,0.0,,
1351.02,Uva espina,1980,1980,0.0,,
1351.02,Uva espina,1981,1981,0.0,,
1351.02,Uva espina,1982,1982,0.0,,
1351.02,Uva espina,1983,1983,0.0,,
1351.02,Uva espina,1984,1984,0.0,,
1351.02,Uva espina,1985,1985,0.0,,
1351.02,Uva espina,1986,1986,0.0,,
1351.02,Uva espina,1987,1987,0.0,,
1351.02,Uva espina,1988,1988,0.0,,
1351.02,Uva espina,1989,1989,0.0,,
1351.02,Uva espina,1990,1990,0.0,0.0,
1351.02,Uva espina,1991,1991,0.0,0.0,
1351.02,Uva espina,1992,1992,0.0,0.0,
1351.02,Uva espina,1993,1993,0.0,0.0,
1351.02,Uva espina,1994,1994,0.0,0.0,
1351.02,Uva espina,1995,1995,0.0,0.0,
1351.02,Uva espina,1996,1996,0.0,0.0,
1351.02,Uva espina,1997,1997,0.0,0.0,
1351.02,Uva espina,1998,1998,0.0,0.0,
1351.02,Uva espina,1999,1999,0.0,0.0,
1351.02,Uva espina,2000,2000,0.0,0.0,
1351.02,Uva espina,2001,2001,0.0,0.0,
1351.02,Uva espina,2002,2002,0.0,0.0,
1351.02,Uva espina,2003,2003,0.0,0.0,
1351.02,Uva espina,2004,2004,0.0,0.0,
1351.02,Uva espina,2005,2005,0.0,0.0,
1351.02,Uva espina,2006,2006,1.39,8.0,171.4
1351.02,Uva espina,2007,2007,2.05,11.0,178.7
1351.02,Uva espina,2008,2008,2.82,15.0,186.0
1351.02,Uva espina,2009,2009,3.73,19.0,193.3
1351.02,Uva espina,2010,2010,6.22,31.0,200.6
1351.02,Uva espina,2011,2011,5.77,28.0,207.9
1351.02,Uva espina,2012,2012,6.84,32.0,215.2
1351.02,Uva espina,2013,2013,8.07,94.0,85.7
1351.02,Uva espina,2014,2014,0.0,0.0,
1351.02,Uva espina,2015,2015,14.0,20.0,700.0
1351.02,Uva espina,2016,2016,19.0,18.0,1055.6
1351.02,Uva espina,2017,2017,36.0,20.0,1800.0
1352.0,Kiwis,1961,1961,0.0,0.0,
1352.0,Kiwis,1962,1962,0.0,0.0,
1352.0,Kiwis,1963,1963,0.0,0.0,
1352.0,Kiwis,1964,1964,0.0,0.0,
1352.0,Kiwis,1965,1965,0.0,0.0,
1352.0,Kiwis,1966,1966,0.0,0.0,
1352.0,Kiwis,1967,1967,0.0,0.0,
1352.0,Kiwis,1968,1968,0.0,0.0,
1352.0,Kiwis,1969,1969,0.0,0.0,
1352.0,Kiwis,1970,1970,0.0,0.0,
1352.0,Kiwis,1971,1971,0.0,0.0,
1352.0,Kiwis,1972,1972,0.0,0.0,
1352.0,Kiwis,1973,1973,0.0,0.0,
1352.0,Kiwis,1974,1974,0.0,0.0,
1352.0,Kiwis,1975,1975,0.0,0.0,
1352.0,Kiwis,1976,1976,0.0,0.0,
1352.0,Kiwis,1977,1977,0.0,0.0,
1352.0,Kiwis,1978,1978,0.0,0.0,
1352.0,Kiwis,1979,1979,0.0,0.0,
1352.0,Kiwis,1980,1980,0.0,0.0,
1352.0,Kiwis,1981,1981,0.0,0.0,
1352.0,Kiwis,1982,1982,0.0,0.0,
1352.0,Kiwis,1983,1983,0.0,0.0,
1352.0,Kiwis,1984,1984,0.0,0.0,
1352.0,Kiwis,1985,1985,0.0,0.0,
1352.0,Kiwis,1986,1986,0.0,0.0,
1352.0,Kiwis,1987,1987,700.0,800.0,875.0
1352.0,Kiwis,1988,1988,1000.0,1000.0,1000.0
1352.0,Kiwis,1989,1989,3000.0,1200.0,2500.0
1352.0,Kiwis,1990,1990,6000.0,2000.0,3000.0
1352.0,Kiwis,1991,1991,1151.0,130.0,8853.8
1352.0,Kiwis,1992,1992,10748.0,632.0,17006.3
1352.0,Kiwis,1993,1993,9294.0,727.0,12784.0
1352.0,Kiwis,1994,1994,11234.0,869.0,12927.5
1352.0,Kiwis,1995,1995,9332.0,839.0,11122.8
1352.0,Kiwis,1996,1996,8061.0,600.0,13435.0
1352.0,Kiwis,1997,1997,8811.0,709.0,12427.4
1352.0,Kiwis,1998,1998,6716.0,646.0,10396.3
1352.0,Kiwis,1999,1999,8543.0,691.0,12363.2
1352.0,Kiwis,2000,2000,14285.0,896.0,15943.1
1352.0,Kiwis,2001,2001,13200.0,910.0,14505.5
1352.0,Kiwis,2002,2002,13400.0,920.0,14565.2
1352.0,Kiwis,2003,2003,10000.0,700.0,14285.7
1352.0,Kiwis,2004,2004,11381.16,900.0,12645.7
1352.0,Kiwis,2005,2005,10931.0,1198.0,9124.4
1352.0,Kiwis,2006,2006,18463.0,1186.0,15567.5
1352.0,Kiwis,2007,2007,14036.0,1158.0,12120.9
1352.0,Kiwis,2008,2008,17709.0,1187.0,14919.1
1352.0,Kiwis,2009,2009,25285.0,1183.0,21373.6
1352.0,Kiwis,2010,2010,25676.0,1196.0,21468.2
1352.0,Kiwis,2011,2011,23425.0,1213.0,19311.6
1352.0,Kiwis,2012,2012,18804.0,1413.0,13307.9
1352.0,Kiwis,2013,2013,19800.0,1400.0,14142.9
1352.0,Kiwis,2014,2014,20881.0,1469.0,14214.4
1352.0,Kiwis,2015,2015,21135.0,1502.0,14071.2
1352.0,Kiwis,2016,2016,21409.0,1898.0,11279.8
1352.0,Kiwis,2017,2017,21463.0,1485.0,14453.2
1352.0,Kiwis,2018,2018,23830.0,1470.0,16210.9
1352.0,Kiwis,2019,2019,24510.0,1550.0,15812.9
1352.0,Kiwis,2020,2020,27400.0,1590.0,17232.7
1352.0,Kiwis,2021,2021,28360.0,1640.0,17292.7
1352.0,Kiwis,2022,2022,27380.0,1690.0,16201.2
1352.0,Kiwis,2023,2023,28950.0,1810.0,15994.5
1353.01,Frambuesas,1961,1961,0.0,,
1353.01,Frambuesas,1962,1962,0.0,,
1353.01,Frambuesas,1963,1963,0.0,,
1353.01,Frambuesas,1964,1964,0.0,,
1353.01,Frambuesas,1965,1965,0.0,,
1353.01,Frambuesas,1966,1966,0.0,,
1353.01,Frambuesas,1967,1967,0.0,,
1353.01,Frambuesas,1968,1968,0.0,,
1353.01,Frambuesas,1969,1969,0.0,,
1353.01,Frambuesas,1970,1970,0.0,,
1353.01,Frambuesas,1971,1971,0.0,,
1353.01,Frambuesas,1972,1972,0.0,,
1353.01,Frambuesas,1973,1973,0.0,,
1353.01,Frambuesas,1974,1974,0.0,,
1353.01,Frambuesas,1975,1975,0.0,,
1353.01,Frambuesas,1976,1976,0.0,,
1353.01,Frambuesas,1977,1977,0.0,,
1353.01,Frambuesas,1978,1978,0.0,,
1353.01,Frambuesas,1979,1979,0.0,,
1353.01,Frambuesas,1980,1980,0.0,,
1353.01,Frambuesas,1981,1981,0.0,,
1353.01,Frambuesas,1982,1982,0.0,,
1353.01,Frambuesas,1983,1983,0.0,,
1353.01,Frambuesas,1984,1984,1000.0,,
1353.01,Frambuesas,1985,1985,1000.0,250.0,4000.0
1353.01,Frambuesas,1986,1986,1000.0,250.0,4000.0
1353.01,Frambuesas,1987,1987,1000.0,250.0,4000.0
1353.01,Frambuesas,1988,1988,1000.0,250.0,4000.0
1353.01,Frambuesas,1989,1989,1000.0,250.0,4000.0
1353.01,Frambuesas,1990,1990,1076.0,247.0,4356.3
1353.01,Frambuesas,1991,1991,2560.68,902.0,2838.5
1353.01,Frambuesas,1992,1992,2560.68,899.0,2847.2
1353.01,Frambuesas,1993,1993,2560.68,893.0,2866.2
1353.01,Frambuesas,1994,1994,2560.68,833.0,3072.8
1353.01,Frambuesas,1995,1995,2560.68,768.0,3332.3
1353.01,Frambuesas,1996,1996,2241.39,659.0,3399.8
1353.01,Frambuesas,1997,1997,1196.83,328.0,3644.6
1353.01,Frambuesas,1998,1998,1200.0,300.0,4000.0
1353.01,Frambuesas,1999,1999,2000.0,500.0,4000.0
1353.01,Frambuesas,2000,2000,2500.0,625.0,4000.0
1353.01,Frambuesas,2001,2001,3200.0,800.0,4000.0
1353.01,Frambuesas,2002,2002,4500.0,1125.0,4000.0
1353.01,Frambuesas,2003,2003,5017.04,1098.0,4570.4
1353.01,Frambuesas,2004,2004,6000.0,1200.0,5000.0
1353.01,Frambuesas,2005,2005,7000.0,1400.0,5000.0
1353.01,Frambuesas,2006,2006,7500.0,1360.0,5516.0
1353.01,Frambuesas,2007,2007,10000.0,2000.0,5000.0
1353.01,Frambuesas,2008,2008,12000.0,2200.0,5454.5
1353.01,Frambuesas,2009,2009,12000.0,1098.0,10929.0
1353.01,Frambuesas,2010,2010,9226.0,1025.0,9001.0
1353.01,Frambuesas,2011,2011,9552.0,1047.0,9123.2
1353.01,Frambuesas,2012,2012,12931.0,1444.0,8955.0
1353.01,Frambuesas,2013,2013,11700.0,1400.0,8357.1
1353.01,Frambuesas,2014,2014,14307.0,1485.0,9634.3
1353.01,Frambuesas,2015,2015,16724.0,1847.0,9054.7
1353.01,Frambuesas,2016,2016,21983.0,2121.0,10364.5
1353.01,Frambuesas,2017,2017,43529.0,2482.0,17537.9
1353.01,Frambuesas,2018,2018,43710.0,2570.0,17007.8
1353.01,Frambuesas,2019,2019,59990.0,2490.0,24092.4
1353.01,Frambuesas,2020,2020,49640.0,2670.0,18591.8
1353.01,Frambuesas,2021,2021,48830.0,2420.0,20177.7
1353.01,Frambuesas,2022,2022,45420.0,2250.0,20186.7
1353.01,Frambuesas,2023,2023,33070.0,2090.0,15823.0
1354.0,Fresas,1961,1961,8762.0,2700.0,3245.2
1354.0,Fresas,1962,1962,5911.0,2000.0,2955.5
1354.0,Fresas,1963,1963,5740.0,2000.0,2870.0
1354.0,Fresas,1964,1964,6504.0,2000.0,3252.0
1354.0,Fresas,1965,1965,6035.0,2100.0,2873.8
1354.0,Fresas,1966,1966,7000.0,2300.0,3043.5
1354.0,Fresas,1967,1967,8370.0,2800.0,2989.3
1354.0,Fresas,1968,1968,9007.0,3400.0,2649.1
1354.0,Fresas,1969,1969,9184.0,3200.0,2870.0
1354.0,Fresas,1970,1970,10500.0,3700.0,2837.8
1354.0,Fresas,1971,1971,10300.0,4100.0,2512.2
1354.0,Fresas,1972,1972,13500.0,4200.0,3214.3
1354.0,Fresas,1973,1973,17400.0,4600.0,3782.6
1354.0,Fresas,1974,1974,18200.0,4400.0,4136.4
1354.0,Fresas,1975,1975,27200.0,4600.0,5913.0
1354.0,Fresas,1976,1976,31300.0,4300.0,7279.1
1354.0,Fresas,1977,1977,33800.0,4500.0,7511.1
1354.0,Fresas,1978,1978,50700.0,5100.0,9941.2
1354.0,Fresas,1979,1979,80900.0,5786.0,13982.0
1354.0,Fresas,1980,1980,98700.0,5800.0,17017.2
1354.0,Fresas,1981,1981,97000.0,4700.0,20638.3
1354.0,Fresas,1982,1982,92700.0,6100.0,15196.7
1354.0,Fresas,1983,1983,100100.0,6000.0,16683.3
1354.0,Fresas,1984,1984,141000.0,7300.0,19315.1
1354.0,Fresas,1985,1985,163500.0,8700.0,18793.1
1354.0,Fresas,1986,1986,189500.0,9800.0,19336.7
1354.0,Fresas,1987,1987,230300.0,10700.0,21523.4
1354.0,Fresas,1988,1988,226300.0,10600.0,21349.1
1354.0,Fresas,1989,1989,255900.0,11500.0,22252.2
1354.0,Fresas,1990,1990,206500.0,9956.0,20741.3
1354.0,Fresas,1991,1991,181100.0,7734.0,23416.1
1354.0,Fresas,1992,1992,218200.0,8100.0,26938.3
1354.0,Fresas,1993,1993,261400.0,8843.0,29560.1
1354.0,Fresas,1994,1994,282200.0,8900.0,31707.9
1354.0,Fresas,1995,1995,285500.0,8900.0,32078.7
1354.0,Fresas,1996,1996,229200.0,8100.0,28296.3
1354.0,Fresas,1997,1997,273734.0,9271.0,29525.8
1354.0,Fresas,1998,1998,308300.0,9300.0,33150.5
1354.0,Fresas,1999,1999,377527.0,10937.0,34518.3
1354.0,Fresas,2000,2000,344865.0,11055.0,31195.4
1354.0,Fresas,2001,2001,314079.0,9775.0,32130.8
1354.0,Fresas,2002,2002,279441.0,8904.0,31383.8
1354.0,Fresas,2003,2003,264237.0,9145.0,28894.1
1354.0,Fresas,2004,2004,334892.0,7713.0,43419.2
1354.0,Fresas,2005,2005,320853.0,8748.0,36677.3
1354.0,Fresas,2006,2006,330485.0,8296.0,39836.7
1354.0,Fresas,2007,2007,269139.0,8078.0,33317.5
1354.0,Fresas,2008,2008,281240.0,8134.0,34575.9
1354.0,Fresas,2009,2009,266772.0,7011.0,38050.5
1354.0,Fresas,2010,2010,275355.0,7564.0,36403.4
1354.0,Fresas,2011,2011,262730.0,6896.0,38098.9
1354.0,Fresas,2012,2012,290843.0,7645.0,38043.6
1354.0,Fresas,2013,2013,312500.0,8000.0,39062.5
1354.0,Fresas,2014,2014,291870.0,7790.0,37467.3
1354.0,Fresas,2015,2015,397369.0,7214.0,55083.0
1354.0,Fresas,2016,2016,377596.0,6867.0,54987.0
1354.0,Fresas,2017,2017,360416.0,6819.0,52854.7
1354.0,Fresas,2018,2018,344680.0,7030.0,49029.9
1354.0,Fresas,2019,2019,351960.0,7260.0,48479.3
1354.0,Fresas,2020,2020,272550.0,7350.0,37081.6
1354.0,Fresas,2021,2021,360570.0,7220.0,49940.4
1354.0,Fresas,2022,2022,325880.0,7270.0,44825.3
1354.0,Fresas,2023,2023,329280.0,7310.0,45045.1
1355.01,Arándanos,1995,1995,4275.21,251.0,17025.8
1355.01,Arándanos,1996,1996,4436.63,265.0,16739.7
1355.01,Arándanos,1997,1997,4598.05,279.0,16453.6
1355.01,Arándanos,1998,1998,4759.47,294.0,16167.5
1355.01,Arándanos,1999,1999,4920.88,310.0,15881.3
1355.01,Arándanos,2000,2000,5082.3,326.0,15595.2
1355.01,Arándanos,2001,2001,5243.72,343.0,15309.1
1355.01,Arándanos,2002,2002,5405.14,360.0,15023.0
1355.01,Arándanos,2003,2003,5566.56,378.0,14736.9
1355.01,Arándanos,2004,2004,5727.98,396.0,14457.4
1355.01,Arándanos,2005,2005,5889.4,415.0,14184.4
1355.01,Arándanos,2006,2006,6050.81,435.0,13911.3
1355.01,Arándanos,2007,2007,6212.23,455.0,13638.3
1355.01,Arándanos,2008,2008,6373.65,477.0,13365.3
1355.01,Arándanos,2009,2009,6535.07,499.0,13092.3
1355.01,Arándanos,2010,2010,6696.49,522.0,12819.3
1355.01,Arándanos,2011,2011,6857.91,547.0,12546.3
1355.01,Arándanos,2012,2012,7019.33,572.0,12273.3
1355.01,Arándanos,2013,2013,11911.59,975.0,12213.2
1355.01,Arándanos,2014,2014,21060.0,1760.0,11968.2
1355.01,Arándanos,2015,2015,21060.0,1803.0,11680.5
1355.01,Arándanos,2016,2016,24945.0,2260.0,11037.6
1355.01,Arándanos,2017,2017,35355.0,3260.0,10845.1
1355.01,Arándanos,2018,2018,43520.0,3720.0,11698.9
1355.01,Arándanos,2019,2019,53380.0,4030.0,13245.7
1355.01,Arándanos,2020,2020,48520.0,4210.0,11524.9
1355.01,Arándanos,2021,2021,61230.0,4570.0,13398.2
1355.01,Arándanos,2022,2022,70420.0,4810.0,14640.3
1355.01,Arándanos,2023,2023,57670.0,4890.0,11793.5
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1961,1961,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1962,1962,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1963,1963,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1964,1964,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1965,1965,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1966,1966,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1967,1967,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1968,1968,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1969,1969,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1970,1970,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1971,1971,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1972,1972,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1973,1973,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1974,1974,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1975,1975,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1976,1976,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1977,1977,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1978,1978,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1979,1979,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1980,1980,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1981,1981,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1982,1982,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1983,1983,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1984,1984,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1985,1985,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1986,1986,0.0,,
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1987,1987,1000.0,285.0,3508.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1988,1988,1000.0,285.0,3508.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1989,1989,1000.0,285.0,3508.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1990,1990,1076.0,282.0,3815.6
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1991,1991,1512.83,193.0,7844.6
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1992,1992,1616.91,207.0,7807.4
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1993,1993,1701.28,219.0,7770.2
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1994,1994,1346.2,174.0,7733.0
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1995,1995,1500.0,195.0,7695.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1996,1996,2000.0,261.0,7658.6
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1997,1997,2196.32,288.0,7621.4
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1998,1998,2500.0,326.0,7664.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,1999,1999,3018.32,376.0,8029.3
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2000,2000,4000.0,450.0,8888.9
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2001,2001,2500.0,350.0,7142.9
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2002,2002,2819.26,379.0,7441.6
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2003,2003,2983.53,405.0,7368.7
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2004,2004,3695.41,504.0,7326.7
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2005,2005,3500.0,500.0,7000.0
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2006,2006,2500.0,343.0,7288.3
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2007,2007,2800.0,386.0,7250.9
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2008,2008,2200.0,310.0,7096.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2009,2009,5000.0,710.0,7042.3
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2010,2010,7000.0,1000.0,7000.0
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2011,2011,9000.0,1300.0,6923.1
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2012,2012,9000.0,1300.0,6923.1
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2013,2013,9000.0,1300.0,6923.1
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2014,2014,9000.0,1300.0,6923.1
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2015,2015,9004.75,1312.0,6865.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2016,2016,9539.67,1395.0,6840.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2017,2017,9914.89,1454.0,6817.2
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2018,2018,3920.0,270.0,14518.5
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2019,2019,4460.0,250.0,17840.0
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2020,2020,3350.0,240.0,13958.3
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2021,2021,3280.0,230.0,14260.9
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2022,2022,3050.0,210.0,14523.8
1355.9,Otras bayas y frutos del género vaccinium n.c.p.,2023,2023,2820.0,230.0,12260.9
1356.0,Algarrobas,1961,1961,375400.0,162600.0,2308.7
1356.0,Algarrobas,1962,1962,392700.0,159300.0,2465.2
1356.0,Algarrobas,1963,1963,346000.0,156600.0,2209.5
1356.0,Algarrobas,1964,1964,379100.0,143200.0,2647.3
1356.0,Algarrobas,1965,1965,395300.0,146800.0,2692.8
1356.0,Algarrobas,1966,1966,336900.0,159000.0,2118.9
1356.0,Algarrobas,1967,1967,315700.0,159200.0,1983.0
1356.0,Algarrobas,1968,1968,289600.0,120600.0,2401.3
1356.0,Algarrobas,1969,1969,313800.0,152200.0,2061.8
1356.0,Algarrobas,1970,1970,299600.0,160200.0,1870.2
1356.0,Algarrobas,1971,1971,251500.0,156200.0,1610.1
1356.0,Algarrobas,1972,1972,253100.0,153000.0,1654.2
1356.0,Algarrobas,1973,1973,313200.0,152100.0,2059.2
1356.0,Algarrobas,1974,1974,235800.0,151200.0,1559.5
1356.0,Algarrobas,1975,1975,219500.0,144100.0,1523.2
1356.0,Algarrobas,1976,1976,224200.0,138700.0,1616.4
1356.0,Algarrobas,1977,1977,177900.0,134800.0,1319.7
1356.0,Algarrobas,1978,1978,198600.0,127500.0,1557.6
1356.0,Algarrobas,1979,1979,185400.0,115600.0,1603.8
1356.0,Algarrobas,1980,1980,197000.0,115600.0,1704.2
1356.0,Algarrobas,1981,1981,198000.0,112800.0,1755.3
1356.0,Algarrobas,1982,1982,191800.0,109800.0,1746.8
1356.0,Algarrobas,1983,1983,187900.0,108000.0,1739.8
1356.0,Algarrobas,1984,1984,165900.0,105300.0,1575.5
